id,info,flags,type,path,source,destination,tourist,trailing,wait
8886,Sports-car (VehicleInfo),Created- Spawned,Vehicle,81529,0,0,0,0,0,
8908,Scooter (VehicleInfo),Created- Spawned,Vehicle,209257,0,0,0,0,0,
8917,Hatchback (VehicleInfo),Created- Spawned,Vehicle,110899,0,0,0,0,0,
8943,Sports-car (VehicleInfo),Created- Spawned,Vehicle,81543,0,0,0,0,0,
8957,Sedan (VehicleInfo),Created- Spawned,Vehicle,79009,0,0,0,0,0,
8986,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,62239,0,0,1,0,0,
8987,Scooter (VehicleInfo),Created- Spawned,Vehicle,97124,0,0,1,0,0,
8990,Hatchback (VehicleInfo),Created- Spawned,Vehicle,65429,0,0,0,0,0,
9015,Suv (VehicleInfo),Created- Spawned,Vehicle,156582,0,0,0,0,0,
9019,Suv (VehicleInfo),Created- Spawned,Vehicle,30424,0,0,3,0,0,
9041,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,178605,0,0,1,0,0,
9053,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,192533,0,0,0,0,0,
9084,Sports-car (VehicleInfo),Created- Spawned,Vehicle,243345,0,0,1,0,0,
9088,Sedan (VehicleInfo),Created- Spawned,Vehicle,71071,0,0,1,0,0,
9106,Scooter (VehicleInfo),Created- Spawned,Vehicle,112648,0,0,1,0,0,
9150,Van (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,195942,30157,24075,0,0,0,
9213,Scooter (VehicleInfo),Created- Spawned,Vehicle,254587,0,0,1,0,0,
9282,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,225139,0,0,1,0,0,
9291,Hatchback (VehicleInfo),Created- Spawned,Vehicle,146831,0,0,1,0,0,
9310,Sports-car (VehicleInfo),Created- Spawned,Vehicle,64878,0,0,1,0,0,
9362,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,165152,0,0,2,0,0,
9383,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,167124,0,0,1,0,0,
9404,Hatchback (VehicleInfo),Created- Spawned,Vehicle,85895,0,0,1,0,0,
9412,Sedan (VehicleInfo),Created- Spawned,Vehicle,190190,0,0,0,0,0,
9429,Hatchback (VehicleInfo),Created- Spawned,Vehicle,249367,0,0,1,0,0,
9467,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,54033,24075,0,0,0,0,
9477,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,8388,0,0,1,0,0,
9485,Hatchback (VehicleInfo),Created- Spawned- Arriving,Vehicle,120980,0,0,2,0,0,
9519,Sports-car (VehicleInfo),Created- Spawned,Vehicle,199217,0,0,0,0,0,
9553,Sports-car (VehicleInfo),Created- Spawned,Vehicle,214073,0,0,1,0,0,
9597,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,29409,0,0,1,0,0,
9630,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,101378,24075,0,0,0,0,
9687,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,172783,0,0,1,0,0,
9721,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,30088,0,0,0,0,0,
9743,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
9758,Sedan (VehicleInfo),Created- Spawned,Vehicle,220873,0,0,0,0,0,
9793,Scooter (VehicleInfo),Created- Spawned,Vehicle,203739,0,0,0,0,0,
9833,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,234986,0,0,1,0,0,
9898,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,183604,0,0,0,0,0,
9904,Scooter (VehicleInfo),Created- Spawned,Vehicle,32679,0,0,1,0,0,
9969,Scooter (VehicleInfo),Created- Spawned,Vehicle,153106,0,0,2,0,0,
9993,Sedan (VehicleInfo),Created- Spawned,Vehicle,195728,0,0,0,0,0,
9998,Suv (VehicleInfo),Created- Spawned,Vehicle,196437,0,0,1,6210,0,
10054,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,83344,0,0,2,0,0,
10073,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,66763,0,0,1,0,0,
10080,Sports-car (VehicleInfo),Created- Spawned,Vehicle,2773,0,0,3,0,0,
10086,Sports-car (VehicleInfo),Created- Spawned,Vehicle,207388,0,0,0,0,0,
10144,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,161554,0,0,1,0,0,
10150,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,111135,0,0,2,0,0,
10154,Sports-car (VehicleInfo),Created- Spawned,Vehicle,32864,0,0,0,0,0,
10172,Sedan (VehicleInfo),Created- Spawned,Vehicle,86667,0,0,2,0,0,
10186,Suv (VehicleInfo),Created- Spawned,Vehicle,26525,0,0,2,0,0,
10201,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
10215,Hatchback (VehicleInfo),Created- Spawned,Vehicle,160717,0,0,1,0,0,
10250,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,233404,0,0,1,0,0,
10296,Hatchback (VehicleInfo),Created- Spawned,Vehicle,43100,0,0,0,0,0,
10344,Sedan (VehicleInfo),Created- Spawned,Vehicle,79853,0,0,2,0,0,
10359,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,255590,0,0,1,0,0,
10393,Hatchback (VehicleInfo),Created- Spawned,Vehicle,643,0,0,5,0,0,
10398,Scooter (VehicleInfo),Created- Spawned,Vehicle,130867,0,0,1,3727,0,
10421,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,39201,0,0,1,0,0,
10433,Scooter (VehicleInfo),Created- Spawned,Vehicle,165559,0,0,2,0,0,
10439,Suv (VehicleInfo),Created- Spawned,Vehicle,13900,0,0,0,0,0,
10461,Scooter (VehicleInfo),Created- Spawned,Vehicle,137974,0,0,0,0,0,
10487,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
10507,Hatchback (VehicleInfo),Created- Spawned,Vehicle,136325,0,0,2,0,0,
10538,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,23023,0,0,1,0,0,
10543,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,95156,26365,20964,0,10282,0,
10572,Hatchback (VehicleInfo),Created- Spawned,Vehicle,169619,0,0,1,0,0,
10588,Sports-car (VehicleInfo),Created- Spawned,Vehicle,179369,0,0,1,0,0,
10595,Suv (VehicleInfo),Created- Spawned,Vehicle,172850,0,0,0,0,0,
10655,hotdog-van (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,59345,806,22592,0,0,0,
10669,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,231589,0,0,0,0,0,
10708,Sedan (VehicleInfo),Created- Spawned,Vehicle,34487,0,0,3,0,0,
10724,Suv (VehicleInfo),Created- Spawned,Vehicle,173793,0,0,1,0,0,
10757,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,218837,30157,0,0,0,0,
10783,Hatchback (VehicleInfo),Created- Spawned,Vehicle,173821,0,0,1,0,0,
10784,Sports-car (VehicleInfo),Created- Spawned,Vehicle,123875,0,0,1,0,0,
10821,Suv (VehicleInfo),Created- Spawned,Vehicle,58273,0,0,1,0,0,
10832,Scooter (VehicleInfo),Created- Spawned,Vehicle,161824,0,0,2,0,0,
10852,Scooter (VehicleInfo),Created- Spawned,Vehicle,159489,0,0,2,0,0,
10865,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,198546,0,0,1,0,0,
10895,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,129901,24075,0,0,0,0,
10956,Sports-car (VehicleInfo),Created- Spawned,Vehicle,52327,0,0,0,0,0,
10964,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,177453,0,0,1,0,0,
11115,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,94357,0,0,3,0,0,
11226,Scooter (VehicleInfo),Created- Spawned,Vehicle,32146,0,0,1,9743,0,
11237,Scooter (VehicleInfo),Created- Spawned,Vehicle,211432,0,0,0,0,0,
11280,Scooter (VehicleInfo),Created- Spawned,Vehicle,163360,0,0,1,0,0,
11282,Suv (VehicleInfo),Created- Spawned,Vehicle,118503,0,0,0,0,0,
11300,Hatchback (VehicleInfo),Created- Spawned,Vehicle,207672,0,0,1,0,0,
11324,Scooter (VehicleInfo),Created- Spawned,Vehicle,52934,0,0,0,0,0,
11422,Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,47253,24075,0,0,0,0,
11445,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,183210,0,0,1,0,0,
11454,Suv (VehicleInfo),Created- Spawned,Vehicle,42820,0,0,2,0,0,
11480,Hatchback (VehicleInfo),Created- Spawned,Vehicle,175371,0,0,1,0,0,
11544,Sports-car (VehicleInfo),Created- Spawned,Vehicle,142255,0,0,0,0,0,
11553,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,55855,0,0,0,0,0,
11569,Sports-car (VehicleInfo),Created- Spawned,Vehicle,243159,0,0,3,0,0,
11579,Scooter (VehicleInfo),Created- Spawned,Vehicle,52786,0,0,2,0,0,
11647,Sedan (VehicleInfo),Created- Spawned,Vehicle,200944,0,0,3,0,0,
11650,Sports-car (VehicleInfo),Created- Spawned,Vehicle,42537,0,0,2,0,0,
11682,Scooter (VehicleInfo),Created- Spawned,Vehicle,208215,0,0,1,0,0,
11730,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,100225,26365,41297,0,0,0,
11739,Scooter (VehicleInfo),Created- Spawned,Vehicle,112101,0,0,1,0,0,
11844,Hatchback (VehicleInfo),Created- Spawned,Vehicle,25730,0,0,1,13794,0,
11852,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
11872,Sports-car (VehicleInfo),Created- Spawned,Vehicle,253421,0,0,1,0,0,
11888,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
11949,Sedan (VehicleInfo),Created- Spawned,Vehicle,224514,0,0,2,0,0,
11990,Suv (VehicleInfo),Created- Spawned,Vehicle,117430,0,0,1,0,0,
12069,Suv (VehicleInfo),Created- Spawned,Vehicle,60845,0,0,1,0,0,
12143,Sedan (VehicleInfo),Created- Spawned,Vehicle,109426,0,0,0,0,0,
12178,Sedan (VehicleInfo),Created- Spawned,Vehicle,249230,0,0,1,0,0,
12206,Suv (VehicleInfo),Created- Spawned,Vehicle,162015,0,0,1,0,0,
12248,Hatchback (VehicleInfo),Created- Spawned,Vehicle,223432,0,0,1,0,0,
12267,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,116764,0,0,0,0,0,
12278,Sedan (VehicleInfo),Created- Spawned,Vehicle,114438,0,0,1,0,0,
12299,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
12307,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,176500,0,0,0,0,0,
12331,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,108363,0,0,1,0,0,
12335,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,72596,0,0,1,0,0,
12336,Scooter (VehicleInfo),Created- Spawned,Vehicle,147182,0,0,0,0,0,
12347,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,86546,0,0,0,0,0,
12411,Scooter (VehicleInfo),Created- Spawned,Vehicle,19033,0,0,0,0,0,
12421,Hatchback (VehicleInfo),Created- Spawned,Vehicle,204715,0,0,3,0,0,
12435,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,21755,0,0,3,0,0,
12453,Scooter (VehicleInfo),Created- Spawned,Vehicle,68270,0,0,0,0,0,
12472,Sedan (VehicleInfo),Created- Spawned,Vehicle,23238,0,0,3,0,0,
12496,Suv (VehicleInfo),Created- Spawned,Vehicle,109998,0,0,0,0,0,
12583,Van (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,92041,8616,40728,0,0,0,
12690,Suv (VehicleInfo),Created- Spawned,Vehicle,251835,0,0,0,0,0,
12699,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,99319,0,0,1,0,0,
12744,Sedan (VehicleInfo),Created- Spawned,Vehicle,74770,0,0,0,0,0,
12813,Scooter (VehicleInfo),Created- Spawned,Vehicle,49729,0,0,3,0,0,
12814,Sports-car (VehicleInfo),Created- Spawned,Vehicle,28133,0,0,2,0,0,
12816,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,38139,0,0,1,0,0,
12818,Scooter (VehicleInfo),Created- Spawned,Vehicle,106695,0,0,0,0,0,
12842,Suv (VehicleInfo),Created- Spawned,Vehicle,186426,0,0,0,0,0,
12871,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,153889,0,0,1,0,0,
12909,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,196140,0,0,3,0,0,
12916,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
12944,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,179224,0,0,1,0,0,
12967,Sedan (VehicleInfo),Created- Spawned,Vehicle,7931,0,0,1,0,0,
13004,Suv (VehicleInfo),Created- Spawned,Vehicle,86826,0,0,1,7900,0,
13007,Sports-car (VehicleInfo),Created- Spawned,Vehicle,45642,0,0,1,0,0,
13024,Hatchback (VehicleInfo),Created- Spawned,Vehicle,64543,0,0,0,0,0,
13053,Scooter (VehicleInfo),Created- Spawned,Vehicle,101575,0,0,2,0,0,
13054,Scooter (VehicleInfo),Created- Spawned,Vehicle,64224,0,0,1,0,0,
13088,Sports-car (VehicleInfo),Created- Spawned,Vehicle,116721,0,0,1,0,0,
13183,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,252959,0,0,1,0,0,
13189,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,197882,8244,7520,0,0,0,
13236,Suv (VehicleInfo),Created- Spawned,Vehicle,73894,0,0,2,0,0,
13255,Scooter (VehicleInfo),Created- Spawned,Vehicle,174144,0,0,1,0,0,
13258,Sports-car (VehicleInfo),Created- Spawned,Vehicle,202525,0,0,2,0,0,
13275,Sports-car (VehicleInfo),Created- Spawned,Vehicle,65368,0,0,1,0,0,
13297,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,250515,0,0,1,0,0,
13316,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,1089,0,0,1,0,0,
13329,Sports-car (VehicleInfo),Created- Spawned,Vehicle,80488,0,0,1,0,0,
13403,Suv (VehicleInfo),Created- Spawned,Vehicle,101211,0,0,0,0,0,
13432,Sports-car (VehicleInfo),Created- Spawned,Vehicle,83680,0,0,1,0,0,
13441,Scooter (VehicleInfo),Created- Spawned,Vehicle,249394,0,0,1,217,0,
13448,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,27234,0,0,0,0,0,
13475,Scooter (VehicleInfo),Created- Spawned,Vehicle,34716,0,0,1,10201,0,
13497,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,100148,0,0,1,0,0,
13505,Suv (VehicleInfo),Created- Spawned,Vehicle,149179,0,0,1,15624,0,
13506,Scooter (VehicleInfo),Created- Spawned,Vehicle,223579,0,0,2,0,0,
13521,Sports-car (VehicleInfo),Created- Spawned,Vehicle,231346,0,0,0,0,0,
13625,Hatchback (VehicleInfo),Created- Spawned,Vehicle,156347,0,0,1,0,0,
13639,Sports-car (VehicleInfo),Created- Spawned,Vehicle,131168,0,0,4,0,0,
13679,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,102837,0,0,1,0,0,
13692,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,28379,0,0,3,0,0,
13721,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
13744,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,118895,30157,24075,0,0,0,
13765,Sedan (VehicleInfo),Created- Spawned,Vehicle,226349,0,0,1,0,0,
13794,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
13888,Suv (VehicleInfo),Created- Spawned,Vehicle,84473,0,0,1,0,0,
13943,Scooter (VehicleInfo),Created- Spawned,Vehicle,50860,0,0,3,0,0,
13986,Hatchback (VehicleInfo),Created- Spawned,Vehicle,119274,0,0,2,0,0,
13995,Suv (VehicleInfo),Created- Spawned,Vehicle,113413,0,0,1,0,0,
14091,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,23467,30157,0,0,0,0,
14110,Sedan (VehicleInfo),Created- Spawned,Vehicle,88596,0,0,0,0,0,
14138,Scooter (VehicleInfo),Created- Spawned,Vehicle,88118,0,0,0,0,0,
14173,Scooter (VehicleInfo),Created- Spawned,Vehicle,133383,0,0,1,0,0,
14205,Sedan (VehicleInfo),Created- Spawned,Vehicle,27756,0,0,0,0,0,
14222,Suv (VehicleInfo),Created- Spawned,Vehicle,73842,0,0,0,0,0,
14253,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,242120,0,0,1,0,0,
14290,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,235385,0,0,1,0,0,
14320,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,222687,0,0,0,0,0,
14332,Hatchback (VehicleInfo),Created- Spawned,Vehicle,25014,0,0,3,0,0,
14346,Sedan (VehicleInfo),Created- Spawned,Vehicle,115446,0,0,3,0,0,
14352,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,149981,0,0,2,0,0,
14378,Scooter (VehicleInfo),Created- Spawned,Vehicle,125472,0,0,1,0,0,
14389,Scooter (VehicleInfo),Created- Spawned,Vehicle,193596,0,0,0,0,0,
14400,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,140737,0,0,1,0,0,
14452,Scooter (VehicleInfo),Created- Spawned,Vehicle,102436,0,0,2,0,0,
14464,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,205339,0,0,0,0,0,
14491,Scooter (VehicleInfo),Created- Spawned,Vehicle,119956,0,0,1,0,0,
14501,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
14548,Scooter (VehicleInfo),Created- Spawned,Vehicle,165646,0,0,1,0,0,
14634,Hatchback (VehicleInfo),Created- Spawned,Vehicle,233378,0,0,1,0,0,
14642,Suv (VehicleInfo),Created- Spawned,Vehicle,48286,0,0,1,10487,0,
14652,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,256197,0,0,1,0,0,
14670,Scooter (VehicleInfo),Created- Spawned,Vehicle,60277,0,0,1,0,0,
14679,Hatchback (VehicleInfo),Created- Spawned,Vehicle,32938,0,0,0,0,0,
14721,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,251517,0,0,2,0,0,
14754,Scooter (VehicleInfo),Created- Spawned,Vehicle,151664,0,0,0,0,0,
14804,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,125351,0,0,0,0,0,
14838,Sedan (VehicleInfo),Created- Spawned,Vehicle,246690,0,0,1,0,0,
14863,Suv (VehicleInfo),Created- Spawned,Vehicle,105832,0,0,0,0,0,
14894,Suv (VehicleInfo),Created- Spawned,Vehicle,76722,0,0,0,0,0,
14898,Suv (VehicleInfo),Created- Spawned,Vehicle,153476,0,0,1,0,0,
14909,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,242625,24075,39447,0,0,0,
14910,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,22362,0,0,2,0,0,
14920,Scooter (VehicleInfo),Created- Spawned,Vehicle,124345,0,0,0,0,0,
14936,Suv (VehicleInfo),Created- Spawned,Vehicle,169627,0,0,1,0,0,
14943,Scooter (VehicleInfo),Created- Spawned,Vehicle,234369,0,0,1,0,0,
14948,Sports-car (VehicleInfo),Created- Spawned,Vehicle,31407,0,0,0,0,0,
15039,Scooter (VehicleInfo),Created- Spawned,Vehicle,206456,0,0,1,0,0,
15065,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,83397,0,0,0,0,0,
15066,Hatchback (VehicleInfo),Created- Spawned,Vehicle,226783,0,0,3,0,0,
15118,Suv (VehicleInfo),Created- Spawned,Vehicle,196982,0,0,0,0,0,
15129,Sports-car (VehicleInfo),Created- Spawned,Vehicle,207624,0,0,2,0,0,
15183,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,13604,0,0,2,0,0,
15208,Scooter (VehicleInfo),Created- Spawned,Vehicle,45232,0,0,0,0,0,
15218,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,21588,0,0,1,0,0,
15318,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,85898,0,0,2,0,0,
15322,Suv (VehicleInfo),Created- Spawned,Vehicle,220258,0,0,0,0,0,
15326,Scooter (VehicleInfo),Created- Spawned,Vehicle,27084,0,0,0,0,0,
15380,Scooter (VehicleInfo),Created- Spawned,Vehicle,59808,0,0,1,0,0,
15396,Scooter (VehicleInfo),Created- Spawned,Vehicle,69438,0,0,0,0,0,
15414,Suv (VehicleInfo),Created- Spawned,Vehicle,130145,0,0,0,0,0,
15471,Hatchback (VehicleInfo),Created- Spawned,Vehicle,32011,0,0,3,0,0,
15521,Scooter (VehicleInfo),Created- Spawned,Vehicle,194628,0,0,2,0,0,
15531,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
15571,Scooter (VehicleInfo),Created- Spawned,Vehicle,107753,0,0,3,0,0,
15579,Scooter (VehicleInfo),Created- Spawned,Vehicle,252626,0,0,0,0,0,
15593,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,100287,0,0,3,0,0,
15597,Sedan (VehicleInfo),Created- Spawned,Vehicle,132817,0,0,0,0,0,
15624,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0,
15680,Sedan (VehicleInfo),Created- Spawned,Vehicle,147483,0,0,1,0,0,
15695,Hatchback (VehicleInfo),Created- Spawned- Arriving,Vehicle,0,0,0,0,0,0,
15702,Hatchback (VehicleInfo),Created- Spawned,Vehicle,18096,0,0,0,0,0,
15824,Sports-car (VehicleInfo),Created- Spawned,Vehicle,163608,0,0,5,0,0,
15838,Sedan (VehicleInfo),Created- Spawned,Vehicle,229948,0,0,1,0,0,
15878,Sedan (VehicleInfo),Created- Spawned,Vehicle,13442,0,0,0,0,0,
15996,Sedan (VehicleInfo),Created- Spawned,Vehicle,148614,0,0,1,0,0,
16001,Sedan (VehicleInfo),Created- Spawned,Vehicle,83212,0,0,1,0,0,
16010,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,162816,0,0,0,0,0,
16059,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,17446,0,0,1,0,0,
16070,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,109210,0,0,0,0,0,
16149,Scooter (VehicleInfo),Created- Spawned,Vehicle,126131,0,0,1,0,0,
16207,Sports-car (VehicleInfo),Created- Spawned,Vehicle,171842,0,0,0,0,0,
16227,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,98889,0,0,1,0,0,
16242,Scooter (VehicleInfo),Created- Spawned,Vehicle,150472,0,0,1,0,0,
16258,Sports-car (VehicleInfo),Created- Spawned,Vehicle,8447,0,0,2,0,0,
16267,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,164313,0,0,0,0,0,
16268,Sports-car (VehicleInfo),Created- Spawned,Vehicle,158683,0,0,0,0,0,
16269,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,225796,0,0,1,0,0,
16290,Hatchback (VehicleInfo),Created- Spawned,Vehicle,207812,0,0,2,0,0,
16317,hotdog-van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing,Vehicle,86383,735,0,0,0,0,
16328,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,10027,0,0,1,0,0,
